Name;Position;Team;Salary;Number;Age;Weight;Height;College
Quincy Pondexter;SF;New Orleans Pelicans;3382023.0;20.0;28.0;220.0;6-7;Washington
LaMarcus Aldridge;PF;San Antonio Spurs;19689000.0;12.0;30.0;240.0;6-11;Texas
Kyle Anderson;SF;San Antonio Spurs;1142880.0;1.0;22.0;230.0;6-9;UCLA
Matt Bonner;C;San Antonio Spurs;947276.0;15.0;36.0;235.0;6-10;Florida
Boris Diaw;C;San Antonio Spurs;7500000.0;33.0;34.0;250.0;6-8;
Tim Duncan;C;San Antonio Spurs;5250000.0;21.0;40.0;250.0;6-11;Wake Forest
Manu Ginobili;SG;San Antonio Spurs;2814000.0;20.0;38.0;205.0;6-6;
Danny Green;SG;San Antonio Spurs;10000000.0;14.0;28.0;215.0;6-6;North Carolina
Kawhi Leonard;SF;San Antonio Spurs;16407500.0;2.0;24.0;230.0;6-7;San Diego State
Boban Marjanovic;C;San Antonio Spurs;1200000.0;40.0;27.0;290.0;7-3;
Kevin Martin;SG;San Antonio Spurs;200600.0;23.0;33.0;199.0;6-7;Western Carolina
Andre Miller;PG;San Antonio Spurs;250750.0;24.0;40.0;200.0;6-3;Utah
Patty Mills;PG;San Antonio Spurs;3578947.0;8.0;27.0;185.0;6-0;Saint Mary's
Tony Parker;PG;San Antonio Spurs;13437500.0;9.0;34.0;185.0;6-2;
Jonathon Simmons;SG;San Antonio Spurs;525093.0;17.0;26.0;195.0;6-6;Houston
David West;PF;San Antonio Spurs;1499187.0;30.0;35.0;250.0;6-9;Xavier
Kent Bazemore;SF;Atlanta Hawks;2000000.0;24.0;26.0;201.0;6-5;Old Dominion
Tim Hardaway Jr.;SG;Atlanta Hawks;1304520.0;10.0;24.0;205.0;6-6;Michigan
Kirk Hinrich;SG;Atlanta Hawks;2854940.0;12.0;35.0;190.0;6-4;Kansas
Al Horford;C;Atlanta Hawks;12000000.0;15.0;30.0;245.0;6-10;Florida
Kris Humphries;PF;Atlanta Hawks;1000000.0;43.0;31.0;235.0;6-9;Minnesota
Kyle Korver;SG;Atlanta Hawks;5746479.0;26.0;35.0;212.0;6-7;Creighton
Paul Millsap;PF;Atlanta Hawks;18671659.0;4.0;31.0;246.0;6-8;Louisiana Tech
Mike Muscala;PF;Atlanta Hawks;947276.0;31.0;24.0;240.0;6-11;Bucknell
Lamar Patterson;SG;Atlanta Hawks;525093.0;13.0;24.0;225.0;6-5;Pittsburgh
Dennis Schroder;PG;Atlanta Hawks;1763400.0;17.0;22.0;172.0;6-1;
Mike Scott;PF;Atlanta Hawks;3333333.0;32.0;27.0;237.0;6-8;Virginia
Thabo Sefolosha;SF;Atlanta Hawks;4000000.0;25.0;32.0;220.0;6-7;
Tiago Splitter;C;Atlanta Hawks;9756250.0;11.0;31.0;245.0;6-11;
Walter Tavares;C;Atlanta Hawks;1000000.0;22.0;24.0;260.0;7-3;
Jeff Teague;PG;Atlanta Hawks;8000000.0;0.0;27.0;186.0;6-2;Wake Forest
Nicolas Batum;SG;Charlotte Hornets;13125306.0;5.0;27.0;200.0;6-8;
Troy Daniels;SG;Charlotte Hornets;947276.0;30.0;24.0;205.0;6-4;Virginia Commonwealth
Jorge Gutierrez;PG;Charlotte Hornets;189455.0;12.0;27.0;189.0;6-3;California
Tyler Hansbrough;PF;Charlotte Hornets;947276.0;50.0;30.0;250.0;6-9;North Carolina
Aaron Harrison;SG;Charlotte Hornets;525093.0;9.0;21.0;210.0;6-6;Kentucky
Spencer Hawes;PF;Charlotte Hornets;6110034.0;0.0;28.0;245.0;7-1;Washington
Al Jefferson;C;Charlotte Hornets;13500000.0;25.0;31.0;289.0;6-10;
Frank Kaminsky III;C;Charlotte Hornets;2612520.0;44.0;23.0;240.0;7-0;Wisconsin
Michael Kidd-Gilchrist;SF;Charlotte Hornets;6331404.0;14.0;22.0;232.0;6-7;Kentucky
Jeremy Lamb;SG;Charlotte Hornets;3034356.0;3.0;24.0;185.0;6-5;Connecticut
Courtney Lee;SG;Charlotte Hornets;5675000.0;1.0;30.0;200.0;6-5;Western Kentucky
Jeremy Lin;PG;Charlotte Hornets;2139000.0;7.0;27.0;200.0;6-3;Harvard
Kemba Walker;PG;Charlotte Hornets;12000000.0;15.0;26.0;184.0;6-1;Connecticut
Marvin Williams;PF;Charlotte Hornets;7000000.0;2.0;29.0;237.0;6-9;North Carolina
Cody Zeller;C;Charlotte Hornets;4204200.0;40.0;23.0;240.0;7-0;Indiana
Chris Bosh;PF;Miami Heat;22192730.0;1.0;32.0;235.0;6-11;Georgia Tech
Luol Deng;SF;Miami Heat;10151612.0;9.0;31.0;220.0;6-9;Duke
Goran Dragic;PG;Miami Heat;14783000.0;7.0;30.0;190.0;6-3;
Gerald Green;SF;Miami Heat;947276.0;14.0;30.0;205.0;6-7;
Udonis Haslem;PF;Miami Heat;2854940.0;40.0;36.0;235.0;6-8;Florida
Joe Johnson;SF;Miami Heat;261894.0;2.0;34.0;240.0;6-7;Arkansas
Tyler Johnson;SG;Miami Heat;845059.0;8.0;24.0;186.0;6-4;Fresno State
Josh McRoberts;PF;Miami Heat;5543725.0;4.0;29.0;240.0;6-10;Duke
Josh Richardson;SG;Miami Heat;525093.0;0.0;22.0;200.0;6-6;Tennessee
Amar'e Stoudemire;PF;Miami Heat;947276.0;5.0;33.0;245.0;6-10;
Dwyane Wade;SG;Miami Heat;20000000.0;3.0;34.0;220.0;6-4;Marquette
Briante Weber;PG;Miami Heat;;12.0;23.0;165.0;6-2;Virginia Commonwealth
Hassan Whiteside;C;Miami Heat;981348.0;21.0;26.0;265.0;7-0;Marshall
Justise Winslow;SF;Miami Heat;2481720.0;20.0;20.0;225.0;6-7;Duke
Dorell Wright;SF;Miami Heat;;11.0;30.0;205.0;6-9;
Dewayne Dedmon;C;Orlando Magic;947276.0;3.0;26.0;245.0;7-0;USC
Evan Fournier;SG;Orlando Magic;2288205.0;10.0;23.0;205.0;6-7;
Aaron Gordon;PF;Orlando Magic;4171680.0;0.0;20.0;220.0;6-9;Arizona
Mario Hezonja;SG;Orlando Magic;3741480.0;23.0;21.0;218.0;6-8;
Ersan Ilyasova;PF;Orlando Magic;7900000.0;7.0;29.0;235.0;6-10;
Brandon Jennings;PG;Orlando Magic;8344497.0;55.0;26.0;169.0;6-1;
Devyn Marble;SF;Orlando Magic;845059.0;11.0;23.0;200.0;6-6;Iowa
Shabazz Napier;PG;Orlando Magic;1294440.0;13.0;24.0;175.0;6-1;Connecticut
Andrew Nicholson;PF;Orlando Magic;2380593.0;44.0;26.0;250.0;6-9;St. Bonaventure
Victor Oladipo;SG;Orlando Magic;5192520.0;5.0;24.0;210.0;6-4;Indiana
Elfrid Payton;PG;Orlando Magic;2505720.0;4.0;22.0;185.0;6-4;Louisiana-Lafayette
Jason Smith;PF;Orlando Magic;4300000.0;14.0;30.0;240.0;7-0;Colorado State
Nikola Vucevic;C;Orlando Magic;11250000.0;9.0;25.0;260.0;7-0;USC
C.J. Watson;PG;Orlando Magic;5000000.0;32.0;32.0;175.0;6-2;Tennessee
Alan Anderson;SG;Washington Wizards;4000000.0;6.0;33.0;220.0;6-6;Michigan State
Bradley Beal;SG;Washington Wizards;5694674.0;3.0;22.0;207.0;6-5;Florida
Jared Dudley;SF;Washington Wizards;4375000.0;1.0;30.0;225.0;6-7;Boston College
Jarell Eddie;SG;Washington Wizards;561716.0;8.0;24.0;218.0;6-7;Virginia Tech
Drew Gooden;PF;Washington Wizards;3300000.0;90.0;34.0;250.0;6-10;Kansas
Marcin Gortat;C;Washington Wizards;11217391.0;13.0;32.0;240.0;6-11;
JJ Hickson;C;Washington Wizards;273038.0;21.0;27.0;242.0;6-9;North Carolina State
Nene Hilario;C;Washington Wizards;13000000.0;42.0;33.0;250.0;6-11;
Markieff Morris;PF;Washington Wizards;8000000.0;5.0;26.0;245.0;6-10;Kansas
Kelly Oubre Jr.;SF;Washington Wizards;1920240.0;12.0;20.0;205.0;6-7;Kansas
Otto Porter Jr.;SF;Washington Wizards;4662960.0;22.0;23.0;198.0;6-8;Georgetown
Ramon Sessions;PG;Washington Wizards;2170465.0;7.0;30.0;190.0;6-3;Nevada
Garrett Temple;SG;Washington Wizards;1100602.0;17.0;30.0;195.0;6-6;LSU
Marcus Thornton;SF;Washington Wizards;200600.0;15.0;29.0;205.0;6-4;LSU
John Wall;PG;Washington Wizards;15851950.0;2.0;25.0;195.0;6-4;Kentucky
Darrell Arthur;PF;Denver Nuggets;2814000.0;0.0;28.0;235.0;6-9;Kansas
D.J. Augustin;PG;Denver Nuggets;3000000.0;12.0;28.0;183.0;6-0;Texas
Will Barton;SF;Denver Nuggets;3533333.0;5.0;25.0;175.0;6-6;Memphis
Wilson Chandler;SF;Denver Nuggets;10449438.0;21.0;29.0;225.0;6-8;DePaul
Kenneth Faried;PF;Denver Nuggets;11235955.0;35.0;26.0;228.0;6-8;Morehead State
Danilo Gallinari;SF;Denver Nuggets;14000000.0;8.0;27.0;225.0;6-10;
Gary Harris;SG;Denver Nuggets;1584480.0;14.0;21.0;210.0;6-4;Michigan State
Nikola Jokic;C;Denver Nuggets;1300000.0;15.0;21.0;250.0;6-10;
Joffrey Lauvergne;C;Denver Nuggets;1709719.0;77.0;24.0;220.0;6-11;
Mike Miller;SG;Denver Nuggets;947276.0;3.0;36.0;218.0;6-8;Florida
Emmanuel Mudiay;PG;Denver Nuggets;3102240.0;0.0;20.0;200.0;6-5;
Jameer Nelson;PG;Denver Nuggets;4345000.0;1.0;34.0;190.0;6-0;Saint Joseph's
Jusuf Nurkic;C;Denver Nuggets;1842000.0;23.0;21.0;280.0;7-0;
JaKarr Sampson;SG;Denver Nuggets;258489.0;9.0;23.0;214.0;6-9;St. John's
Axel Toupane;SG;Denver Nuggets;;6.0;23.0;210.0;6-7;
Nemanja Bjelica;PF;Minnesota Timberwolves;3950001.0;88.0;28.0;240.0;6-10;
Gorgui Dieng;C;Minnesota Timberwolves;1474440.0;5.0;26.0;241.0;6-11;Louisville
Kevin Garnett;PF;Minnesota Timberwolves;8500000.0;21.0;40.0;240.0;6-11;
Tyus Jones;PG;Minnesota Timberwolves;1282080.0;1.0;20.0;195.0;6-2;Duke
Zach LaVine;PG;Minnesota Timberwolves;2148360.0;8.0;21.0;189.0;6-5;UCLA
Shabazz Muhammad;SF;Minnesota Timberwolves;2056920.0;15.0;23.0;223.0;6-6;UCLA
Adreian Payne;PF;Minnesota Timberwolves;1938840.0;33.0;25.0;237.0;6-10;Michigan State
Nikola Pekovic;C;Minnesota Timberwolves;12100000.0;14.0;30.0;307.0;6-11;
Tayshaun Prince;SF;Minnesota Timberwolves;947276.0;12.0;36.0;212.0;6-9;Kentucky
Ricky Rubio;PG;Minnesota Timberwolves;12700000.0;9.0;25.0;194.0;6-4;
Damjan Rudez;SF;Minnesota Timberwolves;1149500.0;10.0;29.0;230.0;6-9;
Greg Smith;PF;Minnesota Timberwolves;;4.0;25.0;250.0;6-10;Fresno State
Karl-Anthony Towns;C;Minnesota Timberwolves;5703600.0;32.0;20.0;244.0;7-0;Kentucky
Andrew Wiggins;SG;Minnesota Timberwolves;5758680.0;22.0;21.0;199.0;6-8;Kansas
Steven Adams;C;Oklahoma City Thunder;2279040.0;12.0;22.0;255.0;7-0;Pittsburgh
Nick Collison;PF;Oklahoma City Thunder;3750000.0;4.0;35.0;255.0;6-10;Kansas
Kevin Durant;SF;Oklahoma City Thunder;20158622.0;35.0;27.0;240.0;6-9;Texas
Randy Foye;SG;Oklahoma City Thunder;3135000.0;6.0;32.0;213.0;6-4;Villanova
Josh Huestis;SF;Oklahoma City Thunder;1140240.0;34.0;24.0;230.0;6-7;Stanford
Serge Ibaka;PF;Oklahoma City Thunder;12250000.0;9.0;26.0;245.0;6-10;
Enes Kanter;C;Oklahoma City Thunder;16407500.0;11.0;24.0;245.0;6-11;Kentucky
Mitch McGary;PF;Oklahoma City Thunder;1463040.0;33.0;24.0;255.0;6-10;Michigan
Nazr Mohammed;C;Oklahoma City Thunder;222888.0;13.0;38.0;250.0;6-10;Kentucky
Anthony Morrow;SG;Oklahoma City Thunder;3344000.0;2.0;30.0;210.0;6-5;Georgia Tech
Cameron Payne;PG;Oklahoma City Thunder;2021520.0;22.0;21.0;185.0;6-3;Murray State
Andre Roberson;SG;Oklahoma City Thunder;1210800.0;21.0;24.0;210.0;6-7;Colorado
Kyle Singler;SF;Oklahoma City Thunder;4500000.0;5.0;28.0;228.0;6-8;Duke
Dion Waiters;SG;Oklahoma City Thunder;5138430.0;3.0;24.0;220.0;6-4;Syracuse
Russell Westbrook;PG;Oklahoma City Thunder;16744218.0;0.0;27.0;200.0;6-3;UCLA
Cliff Alexander;PF;Portland Trail Blazers;525093.0;34.0;20.0;240.0;6-8;Kansas
Al-Farouq Aminu;SF;Portland Trail Blazers;8042895.0;8.0;25.0;215.0;6-9;Wake Forest
Pat Connaughton;SG;Portland Trail Blazers;625093.0;5.0;23.0;206.0;6-5;Notre Dame
Allen Crabbe;SG;Portland Trail Blazers;947276.0;23.0;24.0;210.0;6-6;California
Ed Davis;C;Portland Trail Blazers;6980802.0;17.0;27.0;240.0;6-10;North Carolina
Maurice Harkless;SF;Portland Trail Blazers;2894059.0;4.0;23.0;215.0;6-9;St. John's
Gerald Henderson;SG;Portland Trail Blazers;6000000.0;9.0;28.0;215.0;6-5;Duke
Chris Kaman;C;Portland Trail Blazers;5016000.0;35.0;34.0;265.0;7-0;Central Michigan
Meyers Leonard;PF;Portland Trail Blazers;3075880.0;11.0;24.0;245.0;7-1;Illinois
Damian Lillard;PG;Portland Trail Blazers;4236287.0;0.0;25.0;195.0;6-3;Weber State
C.J. McCollum;SG;Portland Trail Blazers;2525160.0;3.0;24.0;200.0;6-4;Lehigh
Luis Montero;SG;Portland Trail Blazers;525093.0;44.0;23.0;185.0;6-7;Westchester CC
Mason Plumlee;C;Portland Trail Blazers;1415520.0;24.0;26.0;235.0;6-11;Duke
Brian Roberts;PG;Portland Trail Blazers;2854940.0;2.0;30.0;173.0;6-1;Dayton
Noah Vonleh;PF;Portland Trail Blazers;2637720.0;21.0;20.0;240.0;6-9;Indiana
Trevor Booker;PF;Utah Jazz;4775000.0;33.0;28.0;228.0;6-8;Clemson
Trey Burke;PG;Utah Jazz;2658240.0;3.0;23.0;191.0;6-1;Michigan
Alec Burks;SG;Utah Jazz;9463484.0;10.0;24.0;214.0;6-6;Colorado
Dante Exum;PG;Utah Jazz;3777720.0;11.0;20.0;190.0;6-6;
Derrick Favors;PF;Utah Jazz;12000000.0;15.0;24.0;265.0;6-10;Georgia Tech
Rudy Gobert;C;Utah Jazz;1175880.0;27.0;23.0;245.0;7-1;
Gordon Hayward;SF;Utah Jazz;15409570.0;20.0;26.0;226.0;6-8;Butler
Rodney Hood;SG;Utah Jazz;1348440.0;5.0;23.0;206.0;6-8;Duke
Joe Ingles;SF;Utah Jazz;2050000.0;2.0;28.0;226.0;6-8;
Chris Johnson;SF;Utah Jazz;981348.0;23.0;26.0;206.0;6-6;Dayton
Trey Lyles;PF;Utah Jazz;2239800.0;41.0;20.0;234.0;6-10;Kentucky
Shelvin Mack;PG;Utah Jazz;2433333.0;8.0;26.0;203.0;6-3;Butler
Raul Neto;PG;Utah Jazz;900000.0;25.0;24.0;179.0;6-1;
Tibor Pleiss;C;Utah Jazz;2900000.0;21.0;26.0;256.0;7-3;
Jeff Withey;C;Utah Jazz;947276.0;24.0;26.0;231.0;7-0;Kansas
